B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B

N,N,N,N,N,N,N,N,N
N,B,B,B,B,B,B,B,N
N,B,N,N,N,N,N,N,N
N,B,A,N,N,N,N,N,N
N,B,N,N,N,N,N,N,N
N,B,N,N,N,N,N,N,N
N,B,N,N,N,N,N,N,N
N,B,N,N,P,N,P,N,N
N,N,N,N,N,N,N,N,N

N,N,N,N,N,N,N,N,N
N,N,N,M,N,N,N,N,N
N,N,N,N,N,N,N,B,N
N,N,N,N,N,N,N,B,N
N,N,N,N,N,N,N,B,N
N,N,N,N,N,N,N,B,N
N,N,N,N,N,N,N,B,N
N,G,N,N,N,N,N,B,N
N,N,N,N,N,N,N,N,N

N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,A,N
N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,G,N
N,N,N,N,N,N,N,N,N
